" to your browser","لمتصفحك"
"Allow editing even if the doctype has a workflow set up.

Does nothing if a workflow isn't set up.","السماح بالتعديل حتى لو كان نوع المستند لديه سير عمل مُعد.

لا يفعل شيئًا إذا لم يتم إعداد سير عمل."
"Allow events in timeline","السماح للأحداث في المخطط الزمني"
"Allow in Quick Entry","السماح لأدخال سريع"
"Allow incomplete forms","السماح بالنماذج غير المكتملة"
"Allow multiple responses","السماح بردود متعددة"
"Allow on Submit","السماح بالإعتماد"
"Allow only one session per user","السماح لجلسة واحدة فقط لكل مستخدم"
"Allow page break inside tables","السماح بفواصل الصفحات داخل الجداول"
"Allow print","السماح بالطباعة"
"Allow saving if mandatory fields are not filled","يسمح بحفظ البيانات في حالة عدم ملئ الحقول الإلزامية"
"Allow sending usage data for improving applications","السماح بإرسال بيانات الاستخدام لتحسين التطبيقات"
"Allow user to login only after this hour (0-24)","تسمح للمستخدم لتسجيل الدخول فقط بعد هذه الساعة (0-24)"
"Allow user to login only before this hour (0-24)","تسمح للمستخدم لتسجيل الدخول فقط قبل هذه الساعة (0-24)"
"Allow users to log in without a password, using a login link sent to their email","السماح للمستخدمين بتسجيل الدخول بدون كلمة مرور، باستخدام رابط تسجيل دخول يتم إرساله إلى بريدهم الإلكتروني"
"Allowed","سمح"
"Allowed File Extensions","امتدادات الملفات المسموح بها"
"Allowed In Mentions","سمح في المذكرات"
"Allowed Modules","الوحدات المسموح بها"
"Allowed Roles","الأدوار المسموح بها"
"Allowed embedding domains","نطاقات التضمين المسموح بها"
"Allowing DocType, DocType. Be careful!","السماح DOCTYPE ، DOCTYPE . كن حذرا!"
"Already Registered","مسجل بالفعل"
"Already in the following Users ToDo list:{0}","بالفعل في قائمة &quot;المهام للمستخدمين&quot; التالية: {0}"
"Also adding the dependent currency field {0}","إضافة حقل العملة التابعة {0}"
"Also adding the status dependency field {0}","إضافة حقل تبعية الحالة أيضًا {0}"
"Alternative Email ID","معرف البريد الإلكتروني البديل"
"Always BCC Address","عنوان النسخة المخفية دائمًا"
"Always add ""Draft"" Heading for printing draft documents","دائما إضافة ""كلمة مسودة"" عند طباعة المسودات"
"Always use this email address as sender address","استخدم دائمًا عنوان البريد الإلكتروني هذا كعنوان مرسل"
"Always use this name as sender name","استخدم دائمًا هذا الاسم كاسم مرسل"
"Amend","تعديل"
"Amend Counter","عداد التعديل"
"Amended Document Naming Settings","إعدادات تسمية المستندات المعدلة"
"Amended Documents","المستندات المعدلة"
"Amended From","معدل من"
"Amending","المعدل"
"Amendment Naming Override","تجاوز تسمية التعديل"
"Amendment Not Allowed","التعديل غير مسموح به"
"Amendment naming rules updated.","تم تحديث قواعد تسمية التعديل."
"An error occurred while setting Session Defaults","حدث خطأ أثناء إعداد الإعدادات الافتراضية للجلسة"
"An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org]","ملف أيقونة بصيغة ico.  يجب أن تكون 16 × 16 بكسل. تم إنشاؤها باستخدام مولد أيقونات. [favicon-generator.org]"
"An unexpected error occurred while authorizing {}.","حدث خطأ غير متوقع أثناء تفويض {}."
"Analytics","التحليلات"
"Ancestors Of","أجداد"
"Announcement Widget","أداة الإعلانات"
"Announcements","الإعلانات"
"Annual","سنوي"
"Anonymization Matrix","مصفوفة إخفاء الهوية"
"Anonymous responses","ردود مجهولة"
"Another transaction is blocking this one. Please try again in a few seconds.","معاملة أخرى يتم حظر هذه واحدة. يرجى المحاولة مرة أخرى في بضع ثوان."
"Another {0} with name {1} exists, select another name","آخر {0} مع اسم {1} موجودا، حدد اسم آخر"
"Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.","يمكن استخدام أي لغة الطابعة المستندة إلى سلسلة. تتطلب كتابة الأوامر الأولية معرفة اللغة الأصلية للطابعة التي توفرها الشركة المصنعة للطابعة. يرجى الرجوع إلى دليل المطور الذي توفره الشركة المصنعة للطابعة حول كيفية كتابة الأوامر الأصلية. يتم تقديم هذه الأوامر على جانب الخادم باستخدام Jinja Templating Language."
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","بالإضافة إلى مدير النظام، يمكن للأدوار التي لديها صلاحية تعيين أذونات المستخدم تعيين أذونات للمستخدمين الآخرين لنوع المستند هذا."
"App","تطبيق"
"App Access Key","مفتاح وصول التطبيق"
"App Access Key and/or Secret Key are not present.","مفتاح وصول التطبيق و/أو المفتاح السري غير موجودين."
"App Client ID","هوية العميل للتطبيق"
"App Client Secret","كلمة مرور التطبيق الثانوي"
"App ID","معرف التطبيق"
"App Logo","شعار التطبيق"
"App Name","اسم التطبيق"
"App Secret Key","المفتاح السري للتطبيق"
"App not found for module: {0}","لم يتم العثور على التطبيق للوحدة: {0}"
"App {0} is not installed","لم يتم تثبيت التطبيق {0}"
"Append Emails to Sent Folder","إلحاق رسائل البريد الإلكتروني إلى مجلد المرسلة"
"Append To","إلحاق ل"
"Append To can be one of {0}","إلحاق يمكن أن يكون واحدا من {0}"
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.","إلحاق كاتصال مقابل نوع المستند هذا (يجب أن يحتوي على حقول: ""المرسل"" و ""الموضوع""). يمكن تعريف هذه الحقول في قسم إعدادات البريد الإلكتروني لنوع المستند الملحق."
"Applicable Document Types","أنواع المستندات القابلة للتطبيق"
"Applicable For","قابل للتطبيق ل"
"Application Logo","شعار التطبيق"
"Application Name","اسم التطبيق"
"Application Version","إصدار التطبيق"
"Applied On","تم التطبيق"
"Apply","تطبيق"
"Apply Assignment Rule","تطبيق قاعدة الواجب"
"Apply Filters","تطبيق عوامل التصفية"
"Apply Strict User Permissions","تطبيق صلاحيات المستخدم المحدودة"
"Apply To","تطبيق على"
"Apply To All Document Types","تنطبق على جميع أنواع المستندات"
"Apply User Permission On","تطبيق إذن المستخدم على"
"Apply document permissions","تطبيق أذونات المستند"
"Apply this rule if the User is the Owner","تطبيق هذا الحكم إذا كان المستخدم هو مالك"
"Apply to all Documents Types","تنطبق على جميع أنواع الوثائق"
"Applying: {0}","التطبيق: {0}"
"Approval Required","الموافقة مطلوبة"
"Apps","التطبيقات"
"Ar","ع"
"Archive","أرشفة"
"Archived","أرشفة"
"Archived Columns","أعمدة من الأرشيف"
"Are you sure you want to clear the assignments?","هل أنت متأكد أنك تريد مسح التعيينات؟"
"Are you sure you want to delete all rows?","هل تريد بالتأكيد حذف جميع الصفوف؟"
"Are you sure you want to delete the attachment?","هل أنت متأكد أنك تريد حذف المرفق؟"
"Are you sure you want to delete the column? All the fields in the column will be moved to the previous column.","هل أنت متأكد أنك تريد حذف العمود؟ سيتم نقل جميع الحقول في العمود إلى العمود السابق."
"Are you sure you want to delete the section? All the columns along with fields in the section will be moved to the previous section.","هل أنت متأكد أنك تريد حذف القسم؟ سيتم نقل جميع الأعمدة مع الحقول في القسم إلى القسم السابق."
"Are you sure you want to delete the tab? All the sections along with fields in the tab will be moved to the previous tab.","هل أنت متأكد أنك تريد حذف علامة التبويب؟ سيتم نقل جميع الأقسام مع الحقول في علامة التبويب إلى علامة التبويب السابقة."
"Are you sure you want to discard the changes?","هل أنت متأكد أنك تريد تجاهل التغييرات؟"
"Are you sure you want to generate a new report?","هل أنت متأكد أنك تريد إنشاء تقرير جديد؟"
"Are you sure you want to merge {0} with {1}?","هل أنت متأكد من رغبتك في دمج {0} مع {1}؟"
"Are you sure you want to proceed?","هل أنت متأكد أنك تريد المتابعة؟"
"Are you sure you want to re-enable scheduler?","هل أنت متأكد أنك تريد إعادة تمكين المجدول؟"
"Are you sure you want to relink this communication to {0}?","هل أنت متأكد أنك تريد إعادة ربط هذه الاتصالات إلى {0}؟"
"Are you sure you want to remove all failed jobs?","هل أنت متأكد أنك تريد إزالة جميع المهام الفاشلة؟"
"Are you sure you want to remove the {0} filter?","هل أنت متأكد أنك تريد إزالة عامل التصفية {0}؟"
"Are you sure you want to reset all customizations?","هل أنت متأكد أنك تريد إعادة تعيين كافة التخصيصات؟"
"Are you sure you want to save this document?","هل أنت متأكد أنك تريد حفظ هذا المستند؟"
"Are you sure you want to send this newsletter now?","هل أنت متأكد أنك تريد إرسال هذه النشرة الإخبارية الآن؟"
"Are you sure?","هل أنت واثق؟"
"Arguments","الوسائط"
"Arial","Arial"
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","كأفضل ممارسة، لا تقم بتعيين نفس مجموعة قواعد الأذونات لأدوار مختلفة. بدلاً من ذلك، قم بتعيين أدوار متعددة لنفس المستخدم."
"As document sharing is disabled, please give them the required permissions before assigning.","نظرًا لتعطيل مشاركة المستندات، يرجى منحهم الأذونات المطلوبة قبل التعيين."
"As per your request, your account and data on {0} associated with email {1} has been permanently deleted","بناءً على طلبك، تم حذف حسابك وبياناتك على {0} المرتبطة بالبريد الإلكتروني {1} بشكل دائم"
